model_21_2,train_losses,test_losses,train_accuracies,test_accuracies
1,0.2510468061982083,0.07396036892567041,50,57
2,0.038977576404058634,0.03231134223488142,50,57
3,0.022342732974461148,0.027058368021587155,53,57
4,0.022422275247694065,0.02648996744515761,55,48
5,0.02193027747278454,0.026778782876032702,57,51
6,0.02126193998240623,0.026625125475649564,63,50
7,0.021278022968468546,0.026890687222750682,62,49
8,0.021192214694343695,0.026696490791608702,63,48
9,0.021086993588118993,0.026871965741211513,62,49
10,0.02103183575037147,0.027133970328097074,62,49
11,0.02086741045242598,0.028571931820995402,63,47
12,0.020694823826060575,0.027923955669942893,62,50
13,0.02086589566799773,0.02726253698456962,63,50
14,0.020663312628489583,0.028901900885240087,62,48
15,0.0207105965173545,0.027407433064478747,63,52
16,0.020851247450884652,0.026977936051926523,64,53
17,0.020680861688461623,0.028431134966184508,64,50
18,0.020990961489557217,0.026214848711805523,60,51
19,0.020669289747206103,0.027210191735681497,63,49
20,0.02045666820862714,0.028526176821510745,64,50
21,0.020775064826011658,0.027126671570651937,64,54
22,0.020980532555019155,0.026329087198905227,62,58
23,0.02061080563218654,0.0317003052189665,63,54
24,0.01979751609453634,0.027099251184823377,62,58
25,0.02054195275076297,0.02592962867808792,65,59
26,0.02012783952620851,0.031759773785213254,66,41
27,0.023197899721249814,0.027674202086790552,57,57
28,0.02058555805633048,0.028227090273263318,64,59
29,0.019316210654102453,0.029362228681456368,67,56
30,0.019806690013208308,0.02539919232422451,64,54
31,0.020472515969216322,0.028305632888146165,63,58
32,0.020185778559256,0.02629388784462551,63,55
33,0.020681145311403675,0.029801090370933963,64,57
34,0.018972549117913767,0.026749722237856884,67,55
35,0.01947064697742462,0.02539999305077319,65,56
36,0.019631193152495792,0.02954535776714109,67,55
37,0.019831256393124077,0.027976043944088917,63,53
38,0.019623905608133107,0.027956395216707914,66,59
39,0.019310054408402003,0.03170695169916693,67,61
40,0.018549594182928068,0.03062843995274238,69,58
41,0.018538929396817665,0.0298872376387974,66,59
42,0.018890390313473067,0.026251976782420895,67,58
43,0.019247427520130863,0.030661609937559883,67,59
44,0.017926469320008735,0.03123049241191936,71,62
45,0.01809836310498855,0.025678332684175024,68,64
46,0.018525516598665415,0.030778859583836683,69,58
47,0.018719140534140484,0.029209202752923064,68,56
48,0.018905944433532842,0.030466318692801135,67,60
49,0.017496179820609695,0.0334352620367734,70,61
50,0.01731543756332718,0.03287894883245792,69,62
51,0.019327502353351657,0.026200228142288496,70,66
52,0.038835860037503125,0.034116278279502435,55,56
53,0.029721808158049062,0.027902758908721636,58,54
54,0.023177955456140664,0.02623556357509685,59,54
55,0.0202727790514962,0.025741886980128737,65,54
56,0.019679651728698185,0.027723476571856805,63,56
57,0.019033733035336023,0.027314813631885457,67,60
58,0.018672084607997862,0.02931913283635985,68,59
59,0.018949195679997196,0.024721001116734632,71,66
60,0.018256730642639288,0.026169229790849506,69,64
61,0.017931621928675836,0.027378312259350182,70,63
62,0.01832105263191111,0.029037170252710017,68,61
63,0.021736922634749852,0.027529731111706427,71,64
64,0.04173535653272597,0.07300104847494161,60,42
65,0.03311891615891657,0.031302558363608596,59,65
66,0.024237313002598387,0.025099674485764414,57,59
67,0.019217345394006297,0.03181683229950239,67,56
68,0.018137813115320287,0.027416824732186658,66,62
69,0.01813684422679308,0.029666807853950643,69,60
70,0.01836688121577271,0.028055794396490422,67,56
71,0.017795562243261256,0.035637518707311376,70,62
72,0.016767418747689545,0.031306316267769294,74,58
73,0.017357450886433867,0.026570513001028098,71,62
74,0.017637151379545194,0.028014663817747584,73,55
75,0.017644604088879433,0.027874274636214634,73,63
76,0.017073847416068325,0.030316549089719664,75,58
77,0.016751418156283244,0.027629116796097666,73,57
78,0.01756055884751953,0.028042734793896944,75,59
79,0.017113392343040275,0.030630905673188984,74,56
80,0.016693784722260067,0.030814924892389548,75,56
81,0.016606268699930496,0.028480527535924373,74,58
82,0.017097219323911585,0.03032139224826165,76,60
83,0.016973109681065343,0.028084811736952583,74,57
84,0.016999194038515332,0.02940598580072511,74,61
85,0.016720457237307765,0.029782506654847343,75,56
86,0.017187580466270447,0.03125236731655193,74,59
87,0.021071304168019975,0.026791772190129983,72,57
88,0.024840319356998476,0.02621974360268071,59,57
89,0.02371416672939012,0.03494074490835082,55,44
90,0.022702095638804074,0.028936732490107697,58,59
